audit_id,user_id,role,action,patient_id,timestamp,record_type,record_id,actions_per_hour,unique_patients_accessed,off_hours_flag,untreated_patient_ratio,record_type_entropy,rapid_edit_flag,cross_role_action_flag,session_duration_minutes,is_anomaly
2932,PATUSER_030,patient,view_own_record,671064b5-039b-51a8-7e40-8e6baa0a7e35,2026-03-27 01:46:07,medical_record,MEDICAL_RECORD_1394,3,1,1,0.0,1.5,0,0,63.18,0
2933,ADM_002,admin,view_audit,21adc8c0-7e1e-5167-1ac1-5449a6a2c73f,2026-05-22 08:42:37,audit,AUDIT_1358,6,5,0,0.07,2.0,0,0,57.37,0
2934,PATUSER_009,patient,book_appointment,3844e0c5-14c7-8f87-19b0-8f769b3bdd70,2026-04-04 08:37:24,appointment,APPOINTMENT_4535,5,2,0,0.0,1.555,0,0,13.88,0
2935,PATUSER_006,patient,book_appointment,1290bba5-c164-4273-9694-c3ce92270ef2,2026-04-06 00:48:20,appointment,APPOINTMENT_9315,1,1,1,0.0,1.922,0,0,20.02,0
2936,PATUSER_001,patient,cancel_appointment,073b376b-9659-3e78-c6a6-a08b74d710da,2026-04-08 05:18:14,appointment,APPOINTMENT_1924,1,2,1,0.0,1.738,0,0,20.73,0
2937,NUR_003,nurse,view_appointment,7bbc22dd-2b36-8b49-3bcc-14c25dafd13e,2026-04-09 03:47:29,appointment,APPOINTMENT_5120,9,16,1,0.07,1.459,0,0,13.28,0
2938,PATUSER_025,patient,book_appointment,7f857501-0257-2c7f-2e8f-9886705681f3,2026-05-08 03:59:53,appointment,APPOINTMENT_7131,2,1,1,0.0,1.891,0,0,62.0,0
2939,DOC_013,doctor,create_prescription,1c39de5b-289a-3a1a-669b-2f756efb8bcb,2026-05-13 05:13:46,prescription,PRESCRIPTION_1730,20,7,1,0.1,1.891,0,0,19.86,0
2940,DOC_008,doctor,view_record,4bab2d0f-4783-619c-46b2-f656667ffb67,2026-05-15 01:10:10,medical_record,MEDICAL_RECORD_2798,19,10,1,0.06,0.811,1,0,62.52,0
2941,PATUSER_030,patient,book_appointment,3eee4689-2d02-6ec9-c257-42b3adfdcd70,2026-03-31 03:49:52,appointment,APPOINTMENT_3150,3,3,1,0.0,1.95,0,0,35.13,0
2942,PATUSER_028,patient,book_appointment,2b31de7e-3596-37c7-1d46-db12d82e73ef,2026-04-10 08:28:26,appointment,APPOINTMENT_4232,4,1,0,0.0,1.5,0,0,70.47,0
2943,PATUSER_007,patient,view_own_record,8e21cb1f-b016-dda9-1d06-c920c24a0b37,2026-04-05 05:36:04,medical_record,MEDICAL_RECORD_6675,5,1,1,0.0,2.0,0,0,29.06,0
2944,DOC_006,doctor,update_diagnosis,2d457e3d-90cb-357e-f7e0-3014068d2f29,2026-05-01 10:35:24,condition,CONDITION_4256,6,8,0,0.18,1.784,0,0,12.74,0
2945,PATUSER_015,patient,cancel_appointment,6383af50-c8f6-0c22-1dd4-6ee2be572cb1,2026-05-11 03:07:58,appointment,APPOINTMENT_5463,1,2,1,0.0,1.406,0,0,10.64,0
2946,PATUSER_011,patient,view_queue,cc4e166f-53eb-f57b-fb9c-72dddeeb448f,2026-04-12 09:44:43,queue,QUEUE_1121,5,3,0,0.0,1.617,0,0,53.34,0
2947,DOC_015,doctor,view_observation,dd55f477-af88-4543-f8c0-dca25a96c4cb,2026-04-28 02:16:56,observation,OBSERVATION_5717,8,12,1,0.0,1.522,0,0,73.2,0
2948,DOC_015,doctor,view_observation,21b4ddc5-081e-1ecd-3573-f2ea42677b66,2026-04-15 06:23:51,observation,OBSERVATION_9037,11,12,0,0.2,1.855,0,0,49.39,0
2949,DOC_015,doctor,create_prescription,42c1eb05-09a9-eeda-a957-d822de66c536,2026-04-28 02:45:56,prescription,PRESCRIPTION_3077,20,6,1,0.07,0.922,0,0,29.03,0
2950,PATUSER_006,patient,update_diagnosis,a992fe7d-cd9b-0ace-6e0b-f6f0b5f01fc3,2026-04-11 20:27:39,condition,CONDITION_5060,51,35,0,0.94,1.753,0,1,263.07,1
2951,DOC_008,doctor,view_record,a24f1dcf-ef87-f609-183a-d00bcc9b7292,2026-05-15 16:47:16,medical_record,MEDICAL_RECORD_5246,67,42,0,0.86,1.906,1,0,280.9,1
2952,PATUSER_018,patient,view_own_record,8c562216-cb73-0829-2fa4-123468939df6,2026-05-10 01:39:21,medical_record,MEDICAL_RECORD_4807,5,3,1,0.0,1.75,0,0,71.31,0
2953,DOC_014,doctor,update_diagnosis,f8540aed-49fc-9dd6-b195-288635b1d17a,2026-04-16 08:15:21,condition,CONDITION_8445,11,10,0,0.1,1.379,0,0,58.73,0
2954,PATUSER_018,patient,book_appointment,2b31de7e-3596-37c7-1d46-db12d82e73ef,2026-04-03 09:15:11,appointment,APPOINTMENT_5243,1,3,0,0.0,1.95,0,0,22.62,0
2955,DOC_007,doctor,view_observation,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-04-16 09:21:25,observation,OBSERVATION_7123,10,17,0,0.06,1.76,0,0,24.26,0
2956,PATUSER_024,patient,view_own_record,21b4ddc5-081e-1ecd-3573-f2ea42677b66,2026-04-25 07:30:10,medical_record,MEDICAL_RECORD_7612,1,1,0,0.0,1.738,0,0,32.59,0
2957,ADM_001,admin,update_schedule,8c562216-cb73-0829-2fa4-123468939df6,2026-04-25 07:40:49,schedule,SCHEDULE_1756,6,7,0,0.03,1.922,0,0,19.01,0
2958,DOC_011,doctor,create_prescription,f8540aed-49fc-9dd6-b195-288635b1d17a,2026-04-11 09:25:08,prescription,PRESCRIPTION_2723,23,17,0,0.18,1.5,0,0,48.24,0
2959,PATUSER_023,patient,view_own_record,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-04-27 03:01:07,medical_record,MEDICAL_RECORD_8063,6,2,1,0.0,1.459,0,0,33.96,0
2960,DOC_005,doctor,view_observation,d20dc49f-5674-961e-a123-6e3000654b95,2026-05-05 07:16:27,observation,OBSERVATION_5588,17,17,0,0.05,1.891,0,0,13.42,0
2961,NUR_007,nurse,update_vitals,cc4e166f-53eb-f57b-fb9c-72dddeeb448f,2026-04-02 03:55:54,observation,OBSERVATION_8630,22,18,1,0.07,1.561,0,0,46.87,0
2962,PATUSER_013,patient,view_own_record,45f758c8-34c3-3fa5-41f9-5906127ba1bd,2026-04-24 02:59:00,medical_record,MEDICAL_RECORD_9251,2,3,1,0.0,1.842,0,0,59.0,0
2963,PATUSER_005,patient,view_queue,7f857501-0257-2c7f-2e8f-9886705681f3,2026-04-22 01:40:50,queue,QUEUE_5896,6,2,1,0.0,1.922,0,0,49.99,0
2964,NUR_005,nurse,update_vitals,a8bef5c2-6743-79e8-8477-bc3b6244c334,2026-05-03 07:09:45,observation,OBSERVATION_4806,24,16,0,0.1,1.42,1,0,48.42,0
2965,PATUSER_017,patient,book_appointment,9cefc3e8-33f8-beac-d280-fb10e474151c,2026-05-03 06:50:53,appointment,APPOINTMENT_7025,6,3,0,0.0,1.891,0,0,62.94,0
2966,DOC_001,doctor,view_record,a82f0145-e797-d65d-bebf-e49dd38bac1e,2026-03-31 10:30:58,medical_record,MEDICAL_RECORD_8919,22,11,0,0.03,1.459,0,0,40.73,0
2967,PATUSER_030,patient,view_queue,9b5ce034-80bf-4c6b-f400-3a89fc0d135b,2026-04-01 10:25:02,queue,QUEUE_3148,6,3,0,0.0,1.753,0,0,42.59,0
2968,PATUSER_011,patient,update_diagnosis,8e21cb1f-b016-dda9-1d06-c920c24a0b37,2026-04-19 17:46:34,condition,CONDITION_5894,46,63,0,0.75,1.88,1,1,249.94,1
2969,DOC_014,doctor,update_diagnosis,dd0de87d-2596-9c38-a834-6f5246a48a51,2026-03-26 09:06:05,condition,CONDITION_6985,11,9,0,0.17,1.459,0,0,73.99,0
2970,PATUSER_004,patient,cancel_appointment,d20dc49f-5674-961e-a123-6e3000654b95,2026-03-28 05:10:12,appointment,APPOINTMENT_6363,2,2,1,0.0,1.936,0,0,27.06,0
2971,PATUSER_027,patient,view_queue,d5d8b210-bca5-a9ce-0711-3d09468bfe47,2026-04-01 06:59:07,queue,QUEUE_8717,4,3,0,0.0,1.361,0,0,22.58,0
2972,PATUSER_006,patient,book_appointment,e8b56457-438e-7a2e-04ee-e0b2ec149f61,2026-05-08 11:10:56,appointment,APPOINTMENT_6235,1,1,0,0.0,0.65,0,0,5.96,0
2973,DOC_012,doctor,view_observation,9b5ce034-80bf-4c6b-f400-3a89fc0d135b,2026-04-05 10:07:09,observation,OBSERVATION_5138,14,6,0,0.04,1.918,0,0,28.53,0
2974,DOC_007,doctor,update_diagnosis,a8bef5c2-6743-79e8-8477-bc3b6244c334,2026-05-07 17:46:35,condition,CONDITION_3416,71,70,0,0.78,1.846,1,0,224.44,1
2975,PATUSER_008,patient,book_appointment,910f9d72-b5f2-60bf-8302-274ac5d74635,2026-05-09 08:23:35,appointment,APPOINTMENT_9359,3,3,0,0.0,1.842,0,0,15.68,0
2976,PATUSER_008,patient,view_own_record,465dd060-e77a-9924-0d7a-75d52d39a714,2026-04-20 09:05:05,medical_record,MEDICAL_RECORD_2712,5,3,0,0.0,1.792,0,0,7.74,0
2977,DOC_015,doctor,view_observation,a2ff83e0-2cc0-50a4-b008-52a1add72ced,2026-04-26 04:47:03,observation,OBSERVATION_4130,18,4,1,0.19,1.842,0,0,42.28,0
2978,PATUSER_018,patient,cancel_appointment,d1e9c67e-e701-dbf5-aa21-bb9ae3751b97,2026-04-07 08:13:17,appointment,APPOINTMENT_4327,3,1,0,0.0,1.792,0,0,40.49,0
2979,DOC_015,doctor,create_prescription,2b31de7e-3596-37c7-1d46-db12d82e73ef,2026-04-04 01:08:27,prescription,PRESCRIPTION_9952,5,11,1,0.2,1.854,0,0,71.78,0
2980,ADM_003,admin,manage_user,df4576f2-f38f-02c0-b20f-6153754c41a6,2026-04-13 12:20:39,user,USER_8679,5,3,0,0.03,1.522,0,0,9.69,0
2981,NUR_006,nurse,register_walkin,3c6d02df-84f2-f9e2-8e09-852349757293,2026-04-15 08:22:55,appointment,APPOINTMENT_8761,15,11,0,0.08,1.79,0,0,48.96,0
2982,PATUSER_027,patient,book_appointment,83948281-33ad-4a11-0a3d-04484caf2ab9,2026-05-09 06:28:31,appointment,APPOINTMENT_1913,1,2,0,0.0,1.891,0,0,20.99,0
2983,PATUSER_001,patient,book_appointment,79402472-6884-1aca-759a-a23f36ee8dca,2026-04-18 07:39:14,appointment,APPOINTMENT_3159,3,2,0,0.0,1.5,0,0,74.24,0
2984,DOC_009,doctor,view_observation,a82f0145-e797-d65d-bebf-e49dd38bac1e,2026-03-26 03:43:11,observation,OBSERVATION_9130,6,7,1,0.03,1.5,0,0,19.48,0
2985,DOC_011,doctor,update_diagnosis,0369610a-4641-e2d5-80b2-844b2bd99f16,2026-04-01 03:35:05,condition,CONDITION_9892,6,16,1,0.03,1.371,0,0,59.01,0
2986,ADM_003,admin,manage_user,1f534514-2f45-191e-04b4-ad9e93bdf422,2026-04-24 11:58:56,user,USER_7688,5,1,0,0.04,1.906,0,0,50.18,0
2987,PATUSER_014,patient,cancel_appointment,5dd32bff-9eaf-50ef-db4f-c6065be13792,2026-04-07 05:31:54,appointment,APPOINTMENT_2190,3,1,1,0.0,1.753,0,0,12.38,0
2988,DOC_008,doctor,view_record,19e9c5a5-4114-0f95-e5e8-29cd6749d4e1,2026-04-11 02:37:23,medical_record,MEDICAL_RECORD_6293,24,7,1,0.14,1.614,0,0,41.38,0
2989,NUR_002,nurse,register_walkin,f5de0af7-bfb4-270e-8175-e12515583ea8,2026-04-18 06:02:32,appointment,APPOINTMENT_1635,27,22,0,0.1,1.557,0,0,71.07,0
2990,DOC_010,doctor,create_prescription,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-03-31 10:03:02,prescription,PRESCRIPTION_3667,6,14,0,0.13,1.826,0,0,52.57,0
2991,PATUSER_013,patient,view_queue,9cefc3e8-33f8-beac-d280-fb10e474151c,2026-05-01 03:34:51,queue,QUEUE_6857,4,2,1,0.0,1.792,0,0,29.2,0
2992,PATUSER_009,patient,cancel_appointment,9b5ce034-80bf-4c6b-f400-3a89fc0d135b,2026-05-12 08:31:56,appointment,APPOINTMENT_6079,3,3,0,0.0,1.539,0,0,53.3,0
2993,PATUSER_017,patient,view_own_record,d5d8b210-bca5-a9ce-0711-3d09468bfe47,2026-03-26 06:10:13,medical_record,MEDICAL_RECORD_1242,1,1,0,0.0,1.522,0,0,57.95,0
2994,PATUSER_015,patient,view_queue,f5de0af7-bfb4-270e-8175-e12515583ea8,2026-03-25 05:54:41,queue,QUEUE_5888,1,3,1,0.0,1.918,0,0,71.49,0
2995,DOC_001,doctor,create_prescription,c72a8c6e-1dfd-0a8b-20e7-066eadd4931c,2026-05-21 01:08:17,prescription,PRESCRIPTION_2389,8,8,1,0.02,1.842,0,0,71.83,0
2996,DOC_011,doctor,view_observation,10751dec-9152-b658-beeb-ba433fbb9213,2026-04-21 04:55:57,observation,OBSERVATION_9567,12,5,1,0.2,1.846,0,0,35.43,0
2997,PATUSER_023,patient,view_own_record,2d457e3d-90cb-357e-f7e0-3014068d2f29,2026-05-08 08:59:59,medical_record,MEDICAL_RECORD_2851,3,1,0,0.0,1.5,0,0,45.76,0
2998,PATUSER_008,patient,book_appointment,dd55f477-af88-4543-f8c0-dca25a96c4cb,2026-05-20 01:05:37,appointment,APPOINTMENT_9325,6,3,1,0.0,1.971,0,0,53.82,0
2999,PATUSER_027,patient,view_queue,2faf5170-7c17-9c76-c091-5349b5ecad23,2026-05-17 03:02:56,queue,QUEUE_5189,2,1,1,0.0,1.0,0,0,49.27,0
3000,PATUSER_013,patient,book_appointment,e1571870-cf37-1c6b-c97f-c4ab9a32b172,2026-04-13 02:27:28,appointment,APPOINTMENT_6858,5,1,1,0.0,1.922,0,0,22.29,0
3001,PATUSER_001,patient,cancel_appointment,1c39de5b-289a-3a1a-669b-2f756efb8bcb,2026-05-10 03:10:55,appointment,APPOINTMENT_9557,4,2,1,0.0,1.975,0,0,6.89,0
3002,PATUSER_019,patient,view_queue,11b2d013-d581-7187-e88b-7a04781d307b,2026-04-04 02:32:07,queue,QUEUE_3410,3,3,1,0.0,1.561,0,0,17.98,0
3003,NUR_003,nurse,update_vitals,8e21cb1f-b016-dda9-1d06-c920c24a0b37,2026-03-28 02:42:54,observation,OBSERVATION_7445,30,19,1,0.04,1.842,0,0,9.92,0
3004,ADM_003,admin,manage_user,a992fe7d-cd9b-0ace-6e0b-f6f0b5f01fc3,2026-04-23 00:44:59,user,USER_8908,7,3,1,0.01,1.485,0,0,54.22,0
3005,PATUSER_008,patient,view_queue,f84719a0-d28d-ec20-64a8-a17992dcd9ac,2026-05-13 12:25:19,queue,QUEUE_8562,1,1,0,0.0,1.918,0,0,51.7,0
3006,PATUSER_004,patient,view_own_record,3bc81e09-7091-bc59-a58a-39b485d9e48b,2026-05-01 09:46:13,medical_record,MEDICAL_RECORD_7969,3,3,0,0.0,1.761,0,0,63.89,0
3007,PATUSER_006,patient,cancel_appointment,a992fe7d-cd9b-0ace-6e0b-f6f0b5f01fc3,2026-04-27 03:30:30,appointment,APPOINTMENT_7416,2,2,1,0.0,1.459,0,0,70.57,0
3008,PATUSER_015,patient,book_appointment,5dd32bff-9eaf-50ef-db4f-c6065be13792,2026-03-26 11:47:45,appointment,APPOINTMENT_2860,5,3,0,0.0,1.837,0,0,27.19,0
3009,PATUSER_002,patient,book_appointment,e300c149-9eaa-3d5a-57d9-ea8d4c996597,2026-04-06 06:50:37,appointment,APPOINTMENT_2182,2,1,0,0.0,1.5,0,0,15.57,0
3010,DOC_014,doctor,update_diagnosis,fb36d3d9-666c-c4c2-bb96-c9195538d4df,2026-04-12 09:21:43,condition,CONDITION_9928,23,13,0,0.21,1.371,0,0,70.61,0
3011,PATUSER_027,patient,cancel_appointment,6367a5b3-1689-57b4-634f-693bb600e552,2026-04-02 06:45:21,appointment,APPOINTMENT_7675,2,3,0,0.0,1.53,0,0,63.72,0
3012,DOC_001,doctor,view_record,4642b627-0caa-32c4-a7cd-87689252d332,2026-04-15 09:00:09,medical_record,MEDICAL_RECORD_2814,6,13,0,0.13,1.842,0,0,19.78,0
3013,DOC_007,doctor,create_prescription,a24f1dcf-ef87-f609-183a-d00bcc9b7292,2026-04-27 12:23:23,prescription,PRESCRIPTION_5229,17,15,0,0.21,1.906,0,0,16.25,0
3014,PATUSER_019,patient,view_own_record,3eee4689-2d02-6ec9-c257-42b3adfdcd70,2026-04-14 11:42:04,medical_record,MEDICAL_RECORD_8640,2,2,0,0.0,1.842,0,0,56.83,0
3015,PATUSER_020,patient,view_queue,dd55f477-af88-4543-f8c0-dca25a96c4cb,2026-04-29 01:14:18,queue,QUEUE_7702,2,2,1,0.0,1.53,0,0,35.12,0
3016,DOC_001,doctor,view_observation,155649eb-5d3e-41ca-5a2c-78972a1721f4,2026-03-26 07:15:18,observation,OBSERVATION_3448,14,4,0,0.08,1.936,0,0,64.45,0
3017,PATUSER_005,patient,view_queue,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-04-06 11:26:36,queue,QUEUE_4200,6,3,0,0.0,1.614,0,0,72.32,0
3018,PATUSER_027,patient,view_own_record,a82f0145-e797-d65d-bebf-e49dd38bac1e,2026-05-06 08:52:25,medical_record,MEDICAL_RECORD_4227,3,2,0,0.0,1.5,0,0,53.2,0
3019,PATUSER_011,patient,view_queue,bfb0d055-557b-4579-1a3b-78cc2ead82c9,2026-05-05 05:35:02,queue,QUEUE_7597,6,2,1,0.0,1.53,0,0,45.47,0
3020,DOC_014,doctor,view_observation,4ca3be26-4f97-27f0-32fa-6ea155eba23a,2026-04-19 01:59:58,observation,OBSERVATION_5361,17,12,1,0.17,1.837,0,0,73.04,0
3021,DOC_003,doctor,view_observation,20f1f5b5-38be-6554-7a24-9fcc8d4bd6c4,2026-04-14 01:52:42,observation,OBSERVATION_7272,23,17,1,0.17,1.299,0,0,12.94,0
3022,PATUSER_028,patient,view_queue,20f1f5b5-38be-6554-7a24-9fcc8d4bd6c4,2026-04-04 03:16:18,queue,QUEUE_5990,4,3,1,0.0,1.281,0,0,72.3,0
3023,DOC_013,doctor,view_observation,dd0de87d-2596-9c38-a834-6f5246a48a51,2026-04-04 08:53:58,observation,OBSERVATION_5186,7,7,0,0.2,1.891,0,0,38.09,0
3024,PATUSER_019,patient,view_own_record,12a088f3-264b-6a9f-9a57-678747110969,2026-04-16 01:28:29,medical_record,MEDICAL_RECORD_8691,4,2,1,0.0,1.485,0,0,39.12,0
3025,PATUSER_020,patient,book_appointment,5e236a28-42bb-348c-3267-03ed1a052b40,2026-05-19 07:13:32,appointment,APPOINTMENT_2359,5,2,0,0.0,1.922,0,0,15.5,0
3026,PATUSER_008,patient,view_queue,88f931d5-4cfa-4be9-c6be-738d5fc8c215,2026-05-10 01:26:04,queue,QUEUE_7844,2,2,1,0.0,1.459,0,0,5.09,0
3027,PATUSER_009,patient,view_own_record,ed1c3b46-34b9-221b-cb10-682e9ed9ddbd,2026-05-15 10:58:08,medical_record,MEDICAL_RECORD_3405,1,3,0,0.0,0.918,0,0,67.4,0
3028,NUR_001,nurse,view_audit,7225d50f-9363-214e-02d6-3fdc2a246bdc,2026-05-01 20:00:29,audit,AUDIT_1631,79,41,0,0.82,2.046,1,1,361.96,1
3029,PATUSER_010,patient,view_own_record,1290bba5-c164-4273-9694-c3ce92270ef2,2026-05-09 02:10:52,medical_record,MEDICAL_RECORD_8273,6,1,1,0.0,1.988,0,0,21.63,0
3030,NUR_005,nurse,update_diagnosis,b09b332a-a8b1-5541-6855-d6420f922505,2026-04-13 15:45:20,condition,CONDITION_4863,64,56,0,0.88,2.118,1,1,397.64,1
3031,PATUSER_013,patient,view_queue,d998bd61-bed8-3eb5-dcb5-297579cf936f,2026-05-15 09:50:34,queue,QUEUE_3458,3,1,0,0.0,1.842,0,0,52.3,0
3032,ADM_003,admin,manage_user,4ca3be26-4f97-27f0-32fa-6ea155eba23a,2026-05-23 11:09:32,user,USER_7466,2,5,0,0.07,1.5,0,0,48.4,0
3033,PATUSER_018,patient,cancel_appointment,df4576f2-f38f-02c0-b20f-6153754c41a6,2026-04-02 03:15:31,appointment,APPOINTMENT_7735,5,1,1,0.0,1.959,0,0,22.02,0
3034,PATUSER_007,patient,cancel_appointment,dda456b9-cd60-e91b-8a88-fd381a9e4611,2026-05-10 02:28:13,appointment,APPOINTMENT_5174,3,1,1,0.0,1.555,0,0,32.27,0
3035,PATUSER_026,patient,view_own_record,2faf5170-7c17-9c76-c091-5349b5ecad23,2026-05-18 00:49:05,medical_record,MEDICAL_RECORD_5545,6,3,1,0.0,1.585,0,0,69.84,0
3036,PATUSER_028,patient,cancel_appointment,e60a6ecc-5639-5800-4bf2-8e8a2865e55c,2026-05-15 02:22:50,appointment,APPOINTMENT_6637,5,1,1,0.0,1.95,0,0,44.26,0
3037,DOC_005,doctor,view_record,9b5ce034-80bf-4c6b-f400-3a89fc0d135b,2026-04-27 00:58:27,medical_record,MEDICAL_RECORD_5344,21,4,1,0.12,1.842,0,0,71.87,0
3038,DOC_010,doctor,update_diagnosis,79402472-6884-1aca-759a-a23f36ee8dca,2026-05-01 11:37:49,condition,CONDITION_3574,16,17,0,0.01,1.5,0,0,30.47,0
3039,PATUSER_014,patient,view_record,a2ff83e0-2cc0-50a4-b008-52a1add72ced,2026-05-20 19:23:25,medical_record,MEDICAL_RECORD_2513,80,47,0,0.9,1.868,1,1,304.6,1
3040,ADM_003,admin,view_audit,7225d50f-9363-214e-02d6-3fdc2a246bdc,2026-05-14 07:36:55,audit,AUDIT_4057,4,7,0,0.01,0.971,0,0,25.47,0
3041,DOC_002,doctor,create_prescription,12a088f3-264b-6a9f-9a57-678747110969,2026-04-28 10:18:22,prescription,PRESCRIPTION_9456,7,12,0,0.16,1.522,0,0,63.61,0
3042,PATUSER_014,patient,book_appointment,8e21cb1f-b016-dda9-1d06-c920c24a0b37,2026-04-30 01:01:02,appointment,APPOINTMENT_5958,4,1,1,0.0,1.585,0,0,46.17,0
3043,DOC_010,doctor,view_record,a8bef5c2-6743-79e8-8477-bc3b6244c334,2026-05-11 08:57:21,medical_record,MEDICAL_RECORD_4083,20,15,0,0.11,1.988,1,0,46.13,0
3044,PATUSER_009,patient,cancel_appointment,2b31de7e-3596-37c7-1d46-db12d82e73ef,2026-04-10 05:01:12,appointment,APPOINTMENT_5186,1,1,1,0.0,1.352,0,0,55.05,0
3045,DOC_003,doctor,create_prescription,a8bef5c2-6743-79e8-8477-bc3b6244c334,2026-05-04 12:18:35,prescription,PRESCRIPTION_4987,22,14,0,0.17,1.922,0,0,5.65,0
3046,DOC_006,doctor,view_observation,392c8ae6-3c3b-1ff7-c35c-4e64946db9b6,2026-05-07 10:35:21,observation,OBSERVATION_8124,24,16,0,0.06,1.549,0,0,53.86,0
3047,PATUSER_010,patient,view_own_record,e94fc8e2-b867-5164-0607-5e5eb581b150,2026-03-25 04:21:27,medical_record,MEDICAL_RECORD_5185,2,2,1,0.0,1.522,0,0,10.58,0
3048,PATUSER_025,patient,view_own_record,744a7169-4e89-61ff-27f2-3c736abf4368,2026-05-15 07:22:25,medical_record,MEDICAL_RECORD_5557,5,1,0,0.0,1.436,0,0,44.19,0
3049,NUR_007,nurse,register_walkin,3c6d02df-84f2-f9e2-8e09-852349757293,2026-04-18 12:10:56,appointment,APPOINTMENT_4571,20,15,0,0.1,1.95,0,0,21.71,0
3050,DOC_004,doctor,view_observation,2d457e3d-90cb-357e-f7e0-3014068d2f29,2026-04-16 10:38:50,observation,OBSERVATION_7106,14,18,0,0.2,1.834,0,0,6.71,0
3051,NUR_003,nurse,update_vitals,c5d42b3b-72de-b953-545d-1de4cf59d279,2026-05-03 03:58:04,observation,OBSERVATION_4768,13,14,1,0.05,1.664,0,0,29.92,0
3052,PATUSER_012,patient,view_queue,a992fe7d-cd9b-0ace-6e0b-f6f0b5f01fc3,2026-05-18 01:34:16,queue,QUEUE_8978,5,3,1,0.0,1.776,0,0,24.11,0
3053,PATUSER_003,patient,cancel_appointment,a82f0145-e797-d65d-bebf-e49dd38bac1e,2026-03-25 06:52:54,appointment,APPOINTMENT_9862,3,3,0,0.0,1.826,0,0,23.65,0
3054,PATUSER_007,patient,view_own_record,e60a6ecc-5639-5800-4bf2-8e8a2865e55c,2026-05-22 10:36:31,medical_record,MEDICAL_RECORD_8330,2,3,0,0.0,1.5,0,0,18.24,0
3055,PATUSER_028,patient,view_own_record,4f74c441-7628-4f98-82a7-f4c99d926736,2026-03-29 04:01:21,medical_record,MEDICAL_RECORD_1970,5,2,1,0.0,1.922,0,0,33.56,0
3056,PATUSER_020,patient,view_own_record,d998bd61-bed8-3eb5-dcb5-297579cf936f,2026-04-26 06:18:48,medical_record,MEDICAL_RECORD_9398,5,1,0,0.0,1.906,0,0,30.29,0
3057,PATUSER_026,patient,book_appointment,c95c96d5-ac6e-6ab6-143b-6da3e3923f39,2026-04-27 09:46:51,appointment,APPOINTMENT_6498,4,2,0,0.0,1.379,0,0,20.66,0
3058,DOC_010,doctor,view_record,9e25d332-9229-0803-ad9f-ca235142458e,2026-04-01 12:21:04,medical_record,MEDICAL_RECORD_9535,7,18,0,0.14,1.614,0,0,74.98,0
3059,DOC_006,doctor,create_prescription,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-05-21 10:39:31,prescription,PRESCRIPTION_7315,23,16,0,0.15,1.561,0,0,31.39,0
3060,PATUSER_027,patient,view_queue,3408cffd-cbea-0de1-e3a8-8b0b86bb5637,2026-05-17 04:40:24,queue,QUEUE_5463,3,3,1,0.0,1.449,0,0,27.69,0
3061,PATUSER_005,patient,book_appointment,2b31de7e-3596-37c7-1d46-db12d82e73ef,2026-04-17 10:42:16,appointment,APPOINTMENT_5720,4,1,0,0.0,1.0,0,0,74.83,0
3062,DOC_001,doctor,view_record,88f931d5-4cfa-4be9-c6be-738d5fc8c215,2026-04-28 01:58:15,medical_record,MEDICAL_RECORD_7842,7,7,1,0.13,1.522,0,0,39.17,0
3063,PATUSER_017,patient,book_appointment,e7fccc97-5df9-b27f-8322-44fd5b624936,2026-05-04 01:08:59,appointment,APPOINTMENT_3709,4,1,1,0.0,1.617,0,0,58.7,0
3064,DOC_009,doctor,view_observation,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-04-13 09:17:27,observation,OBSERVATION_2767,14,17,0,0.17,1.5,0,0,7.49,0
3065,PATUSER_014,patient,cancel_appointment,073b376b-9659-3e78-c6a6-a08b74d710da,2026-05-03 09:19:27,appointment,APPOINTMENT_6491,1,2,0,0.0,1.5,0,0,11.76,0
3066,PATUSER_003,patient,view_audit,744a7169-4e89-61ff-27f2-3c736abf4368,2026-05-20 18:51:16,audit,AUDIT_6371,59,56,0,0.77,2.2,1,1,201.64,1
3067,DOC_009,doctor,create_prescription,11b2d013-d581-7187-e88b-7a04781d307b,2026-05-01 01:12:20,prescription,PRESCRIPTION_3239,14,3,1,0.14,1.459,0,0,38.79,0
3068,PATUSER_025,patient,book_appointment,a8bef5c2-6743-79e8-8477-bc3b6244c334,2026-04-13 10:21:34,appointment,APPOINTMENT_8486,3,1,0,0.0,1.884,0,0,18.12,0
3069,DOC_015,doctor,view_observation,d1838618-2a96-9761-0b8d-89a92a022bcc,2026-04-26 02:25:23,observation,OBSERVATION_6579,11,15,1,0.16,1.352,0,0,37.64,0
3070,DOC_008,doctor,view_observation,668a10b4-c005-0df3-522e-b068e0d29ea9,2026-04-02 02:22:47,observation,OBSERVATION_7982,14,10,1,0.09,1.5,0,0,21.79,0
3071,PATUSER_030,patient,view_own_record,a992fe7d-cd9b-0ace-6e0b-f6f0b5f01fc3,2026-04-30 02:22:12,medical_record,MEDICAL_RECORD_4310,3,2,1,0.0,1.922,0,0,30.4,0
